id,domain_code,domain_title,dai_code,dai_title,chu_code,chu_title,sho_code,sho_title,remarks,source_pdf,source_page
H-1-ア-a,hisshu,必修,1,医の倫理と歯科医師のプロフェッショナリズム,ア,医の倫理,a,患者の人権と医療,,000920684.pdf,3
H-1-ア-b,hisshu,必修,1,医の倫理と歯科医師のプロフェッショナリズム,ア,医の倫理,b,医療者の倫理（ニュルンベルグ綱領、ジュネーブ宣言など）,,000920684.pdf,3
H-1-イ-a,hisshu,必修,1,医の倫理と歯科医師のプロフェッショナリズム,イ,歯科医師と患者・家族との関係,a,患者中心の歯科医療（インフォームド・コンセント、セカンドオピニオンなど）,,000920684.pdf,3
H-1-イ-b,hisshu,必修,1,医の倫理と歯科医師のプロフェッショナリズム,イ,歯科医師と患者・家族との関係,b,患者の権利,,000920684.pdf,3
H-2-ア-a,hisshu,必修,2,社会と歯科医療,ア,患者・障害者のもつ心理社会的問題と背景,a,疾病・障害の概念・構造（社会的関わり）,,000920684.pdf,3
H-2-ア-b,hisshu,必修,2,社会と歯科医療,ア,患者・障害者のもつ心理社会的問題と背景,b,リハビリテーションの理念,,000920684.pdf,3
H-2-ア-c,hisshu,必修,2,社会と歯科医療,ア,患者・障害者のもつ心理社会的問題と背景,c,ノーマライゼーションの理念,,000920684.pdf,3
H-2-ア-d,hisshu,必修,2,社会と歯科医療,ア,患者・障害者のもつ心理社会的問題と背景,d,国際生活機能分類〈ICF〉,,000920684.pdf,3
H-2-ア-e,hisshu,必修,2,社会と歯科医療,ア,患者・障害者のもつ心理社会的問題と背景,e,健康格差、健康の社会的決定要因,,000920684.pdf,3
H-2-イ-a,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,a,歯科医師法、歯科衛生士法、歯科技工士法,,000920684.pdf,3
H-2-イ-b,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,b,医療法,,000920684.pdf,3
H-2-イ-c,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,c,介護保険法,,000920684.pdf,3
H-2-イ-d,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,d,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律,,000920684.pdf,3
H-2-イ-e,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,e,保健・医療・福祉・介護の各制度と職種,,000920684.pdf,3
H-2-イ-f,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,f,地域包括ケアシステム,,000920684.pdf,3
H-2-イ-g,hisshu,必修,2,社会と歯科医療,イ,保健・医療・福祉・介護の制度と医療経済,g,国民医療費,,000920684.pdf,3
H-2-ウ-a,hisshu,必修,2,社会と歯科医療,ウ,チーム医療,a,チーム医療の意義（多職種連携、医科歯科連携、病診連携を含む）,,000920684.pdf,3
H-2-ウ-b,hisshu,必修,2,社会と歯科医療,ウ,チーム医療,b,医療チームの構成員と役割,,000920684.pdf,3
H-2-ウ-c,hisshu,必修,2,社会と歯科医療,ウ,チーム医療,c,チーム医療における歯科の役割（かかりつけ歯科医、在宅医療、歯科訪問診療）,,000920684.pdf,3
H-2-ウ-d,hisshu,必修,2,社会と歯科医療,ウ,チーム医療,d,情報提供,,000920684.pdf,3
H-2-エ-a,hisshu,必修,2,社会と歯科医療,エ,臨床試験・治験と倫理,a,人を対象とする生命科学・医学系研究に関する倫理指針,,000920684.pdf,3
H-2-エ-b,hisshu,必修,2,社会と歯科医療,エ,臨床試験・治験と倫理,b,医薬品の臨床試験の実施の基準〈GCP〉,,000920684.pdf,3
H-2-オ-a,hisshu,必修,2,社会と歯科医療,オ,医療の質の確保,a,患者満足度,,000920684.pdf,3
H-2-オ-b,hisshu,必修,2,社会と歯科医療,オ,医療の質の確保,b,患者説明文書、同意書,,000920684.pdf,3
H-2-オ-c,hisshu,必修,2,社会と歯科医療,オ,医療の質の確保,c,クリニカルパス,,000920684.pdf,3
H-2-カ-a,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,a,医療事故と医療過誤,,000920684.pdf,3
H-2-カ-b,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,b,医療事故の発生要因,,000920684.pdf,3
H-2-カ-c,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,c,患者の安全管理（誤飲、誤嚥、誤薬、出血、外傷、感染、被曝、目の保護）,,000920684.pdf,3
H-2-カ-d,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,d,医療者の安全管理,,000920684.pdf,3
H-2-カ-e,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,e,アクシデント、インシデント（ヒヤリハット）、医療事故報告書、インシデントレポート、医療事故の発生要因分析,,000920684.pdf,3
H-2-カ-f,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,f,医療安全対策,,000920684.pdf,3
H-2-カ-g,hisshu,必修,2,社会と歯科医療,カ,医療事故の防止,g,医療事故調査制度,,000920684.pdf,3
H-2-キ-a,hisshu,必修,2,社会と歯科医療,キ,院内感染対策,a,標準予防策〈standard precautions〉,,000920684.pdf,3
H-2-キ-b,hisshu,必修,2,社会と歯科医療,キ,院内感染対策,b,個人用防護具〈PPE〉,,000920684.pdf,3
H-2-キ-c,hisshu,必修,2,社会と歯科医療,キ,院内感染対策,c,薬剤耐性［antimicrobial resistance〈AMR〉］と抗菌薬の適正使用［antimicrobial stewardship〈AMS〉］,,000920684.pdf,3
H-2-キ-d,hisshu,必修,2,社会と歯科医療,キ,院内感染対策,d,医療廃棄物処理,,000920684.pdf,3
H-2-キ-e,hisshu,必修,2,社会と歯科医療,キ,院内感染対策,e,感染対策委員会、感染制御〈対策〉チーム〈ICT〉,,000920684.pdf,3
H-2-ク-a,hisshu,必修,2,社会と歯科医療,ク,医療裁判,a,医事紛争、賠償,,000920684.pdf,4
H-2-ク-b,hisshu,必修,2,社会と歯科医療,ク,医療裁判,b,医療訴訟（刑事裁判、民事裁判）,,000920684.pdf,4
H-2-ケ-a,hisshu,必修,2,社会と歯科医療,ケ,医薬品医療機器による健康被害,a,副作用・有害事象への対応（報告義務、治療、補償）,,000920684.pdf,4
H-2-コ-a,hisshu,必修,2,社会と歯科医療,コ,血液・血液製剤の安全性,a,保管、管理,,000920684.pdf,4
H-2-サ-a,hisshu,必修,2,社会と歯科医療,サ,診療録、診療情報の記録と管理,a,診療に関する記録（診療録、処方箋、検査所見記録、画像記録、手術記録、入院診療計画書、退院時要約、歯科技工指示書、模型）の管理・保存,,000920684.pdf,4
H-2-サ-b,hisshu,必修,2,社会と歯科医療,サ,診療録、診療情報の記録と管理,b,SOAP（主観的情報、客観的情報、評価、計画）,,000920684.pdf,4
H-2-サ-c,hisshu,必修,2,社会と歯科医療,サ,診療録、診療情報の記録と管理,c,個人情報の保護,,000920684.pdf,4
H-2-サ-d,hisshu,必修,2,社会と歯科医療,サ,診療録、診療情報の記録と管理,d,診療情報の開示,,000920684.pdf,4
H-3-ア-a,hisshu,必修,3,予防と健康管理・増進,ア,健康増進と疾病予防,a,プライマリヘルスケア,,000920684.pdf,4
H-3-ア-b,hisshu,必修,3,予防と健康管理・増進,ア,健康増進と疾病予防,b,ヘルスプロモーション,,000920684.pdf,4
H-3-ア-c,hisshu,必修,3,予防と健康管理・増進,ア,健康増進と疾病予防,c,行動変容,,000920684.pdf,4
H-3-ア-d,hisshu,必修,3,予防と健康管理・増進,ア,健康増進と疾病予防,d,国民健康づくり対策,,000920684.pdf,4
H-3-ア-e,hisshu,必修,3,予防と健康管理・増進,ア,健康増進と疾病予防,e,メタボリックシンドローム対策,,000920684.pdf,4
H-3-ア-f,hisshu,必修,3,予防と健康管理・増進,ア,健康増進と疾病予防,f,歯科口腔保健の推進に関する基本的事項,,000920684.pdf,4
H-3-イ-a,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,a,地域保健法、健康増進法、歯科口腔保健の推進に関する法律,,000920684.pdf,4
H-3-イ-b,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,b,母子保健,,000920684.pdf,4
H-3-イ-c,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,c,学校保健,,000920684.pdf,4
H-3-イ-d,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,d,産業保健,,000920684.pdf,4
H-3-イ-e,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,e,成人・高齢者保健,,000920684.pdf,4
H-3-イ-f,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,f,障害児・障害者保健,,000920684.pdf,4
H-3-イ-g,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,g,精神保健,,000920684.pdf,4
H-3-イ-h,hisshu,必修,3,予防と健康管理・増進,イ,地域保健にかかる法規と制度,h,健康危機管理,,000920684.pdf,4
H-3-ウ-a,hisshu,必修,3,予防と健康管理・増進,ウ,予防手段,a,フッ化物応用,,000920684.pdf,4
H-3-ウ-b,hisshu,必修,3,予防と健康管理・増進,ウ,予防手段,b,保健指導,,000920684.pdf,4
H-3-ウ-c,hisshu,必修,3,予防と健康管理・増進,ウ,予防手段,c,口腔清掃（歯磨剤を含む）,,000920684.pdf,4
H-3-エ-a,hisshu,必修,3,予防と健康管理・増進,エ,口腔健康管理,a,口腔衛生管理,,000920684.pdf,4
H-3-エ-b,hisshu,必修,3,予防と健康管理・増進,エ,口腔健康管理,b,口腔機能管理,,000920684.pdf,4
H-4-ア-a,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,a,生体構成成分,,000920684.pdf,4
H-4-ア-b,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,b,ゲノム、遺伝子、染色体,,000920684.pdf,4
H-4-ア-c,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,c,細胞・細胞小器官の構造・機能,,000920684.pdf,4
H-4-ア-d,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,d,組織［上皮組織、結合〈支持〉組織(血液を含む)、筋組織、神経組織］,,000920684.pdf,4
H-4-ア-e,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,e,器官系［骨格系（関節を含む）、筋系、呼吸器系、循環器系〈脈管系〉、消化器系、造血器系、泌尿器・生殖器系、神経系、内分泌系、感覚器系］,,000920684.pdf,4
H-4-ア-f,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,f,代謝系(代謝、栄養),,000920684.pdf,4
H-4-ア-g,hisshu,必修,4,人体の正常構造・機能,ア,全身・口腔の構造と機能,g,免疫系(免疫系担当細胞・臓器、自然免疫、体液性免疫、細胞性免疫),,000920684.pdf,4
H-4-イ-a,hisshu,必修,4,人体の正常構造・機能,イ,全身・口腔の生態系,a,微生物の構造・一般性状,,000920684.pdf,4
H-4-イ-b,hisshu,必修,4,人体の正常構造・機能,イ,全身・口腔の生態系,b,常在微生物叢,,000920684.pdf,4
H-4-イ-c,hisshu,必修,4,人体の正常構造・機能,イ,全身・口腔の生態系,c,プラーク〈口腔バイオフィルム〉,,000920684.pdf,4
H-5-ア-a,hisshu,必修,5,人体の発生・成長・発達・加齢変化,ア,人体の発生,a,生殖子形成、排卵、受精、着床、二層性胚盤、三層性胚盤、胚子期、胎児期,,000920684.pdf,5
H-5-イ-a,hisshu,必修,5,人体の発生・成長・発達・加齢変化,イ,人体の発育,a,発育区分(出生前期、新生児期、乳児期、幼児期、学童期、思春期),,000920684.pdf,5
H-5-イ-b,hisshu,必修,5,人体の発生・成長・発達・加齢変化,イ,人体の発育,b,成長・発達（形態的・生理的変化）の特徴(身体成長、原始反射、運動の発達、社会性の発達、言語の発達、情動の発達),,000920684.pdf,5
H-5-イ-c,hisshu,必修,5,人体の発生・成長・発達・加齢変化,イ,人体の発育,c,小児の生理的特徴,,000920684.pdf,5
H-5-ウ-a,hisshu,必修,5,人体の発生・成長・発達・加齢変化,ウ,口腔・顎顔面の成長・発育,a,歯・歯列・咬合の発育(発育時期、萌出時期・順序、歯の脱落・交換時期、歯齢),,000920684.pdf,5
H-5-ウ-b,hisshu,必修,5,人体の発生・成長・発達・加齢変化,ウ,口腔・顎顔面の成長・発育,b,頭蓋骨（顔面骨を含む）の成長の特徴（成長の時期、骨形成様式）,,000920684.pdf,5
H-5-エ-a,hisshu,必修,5,人体の発生・成長・発達・加齢変化,エ,人体の加齢変化,a,細胞・組織・器官の形態的変化（口腔および顎骨を含む）,,000920684.pdf,5
H-5-エ-b,hisshu,必修,5,人体の発生・成長・発達・加齢変化,エ,人体の加齢変化,b,高齢期の生理的特徴,,000920684.pdf,5
H-6-ア-a,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,a,健康・疾病の概念,,000920684.pdf,5
H-6-ア-b,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,b,先天異常・発育異常,,000920684.pdf,5
H-6-ア-c,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,c,細胞・組織の損傷と修復,,000920684.pdf,5
H-6-ア-d,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,d,炎症,,000920684.pdf,5
H-6-ア-e,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,e,感染症,,000920684.pdf,5
H-6-ア-f,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,f,免疫異常,,000920684.pdf,5
H-6-ア-g,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,g,腫瘍・腫瘍類似疾患,,000920684.pdf,5
H-6-ア-h,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,h,循環障害,,000920684.pdf,5
H-6-ア-i,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,i,精神・神経疾患,,000920684.pdf,5
H-6-ア-j,hisshu,必修,6,主要な疾患と障害の病因・病態,ア,疾病の概念,j,薬物・放射線の影響,,000920684.pdf,5
H-6-イ-a,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,a,歯の硬組織疾患,,000920684.pdf,5
H-6-イ-b,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,b,歯髄疾患、根尖性歯周疾患,,000920684.pdf,5
H-6-イ-c,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,c,歯周疾患,,000920684.pdf,5
H-6-イ-d,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,d,不正咬合,,000920684.pdf,5
H-6-イ-e,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,e,咀嚼障害,,000920684.pdf,5
H-6-イ-f,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,f,摂食嚥下障害,,000920684.pdf,5
H-6-イ-g,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,g,発話障害〈発話機能障害〉,,000920684.pdf,5
H-6-イ-h,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,h,先天異常・発育異常,,000920684.pdf,5
H-6-イ-i,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,i,外傷,,000920684.pdf,5
H-6-イ-j,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,j,歯性感染症,,000920684.pdf,5
H-6-イ-k,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,k,囊胞、腫瘍、腫瘍類似疾患,,000920684.pdf,5
H-6-イ-l,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,l,顎関節疾患,,000920684.pdf,5
H-6-イ-m,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,m,口腔粘膜疾患,,000920684.pdf,5
H-6-イ-n,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,n,唾液腺疾患,,000920684.pdf,5
H-6-イ-o,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,o,神経疾患,,000920684.pdf,5
H-6-イ-p,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,p,口腔・顎顔面領域に症状を伴う全身疾患,,000920684.pdf,5
H-6-イ-q,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,q,薬物・放射線による有害事象,,000920684.pdf,5
H-6-イ-r,hisshu,必修,6,主要な疾患と障害の病因・病態,イ,口腔・顎顔面領域の疾患と障害の概念,r,精神・心身医学的疾患,,000920684.pdf,5
H-7-ア-a,hisshu,必修,7,主要症候,ア,全身の症候,a,発熱、全身倦怠感、体重減少・増加、ショック、意識障害、失神、脱水、浮腫、けいれん、めまい、不整脈、血圧上昇・低下、黄疸、呼吸困難、チアノーゼ、頭痛、動悸、息切れ、胸痛、睡眠障害、嚥下障害、誤嚥、悪心、嘔吐、下痢,,000920684.pdf,5
H-7-イ-a,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,a,一般的症候［疼痛、腫脹、腫瘤、潰瘍、色調、出血、瘻、触診の異常（硬さ、熱感を含む）、機能障害（開口障害を含む）］,,000920684.pdf,6
H-7-イ-b,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,b,歯の症候（齲蝕、歯の損耗、着色・変色、亀裂、破折）,,000920684.pdf,6
H-7-イ-c,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,c,歯髄・根尖歯周組織の症候（自発痛、誘発痛）,,000920684.pdf,6
H-7-イ-d,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,d,歯周組織の症候,,000920684.pdf,6
H-7-イ-e,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,e,歯列・咬合の症候（不正咬合）,,000920684.pdf,6
H-7-イ-f,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,f,口腔粘膜の症候,,000920684.pdf,6
H-7-イ-g,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,g,舌の症候,,000920684.pdf,6
H-7-イ-h,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,h,顎骨の症候（形態の異常、偏位）,,000920684.pdf,6
H-7-イ-i,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,i,顎関節の症候（関節痛、関節雑音、運動障害）,,000920684.pdf,6
H-7-イ-j,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,j,筋の症候（筋痛、圧痛、運動麻痺、関連痛）,,000920684.pdf,6
H-7-イ-k,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,k,リンパ節の症候,,000920684.pdf,6
H-7-イ-l,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,l,唾液腺の症候,,000920684.pdf,6
H-7-イ-m,hisshu,必修,7,主要症候,イ,口腔・顎顔面領域の症候,m,感覚異常（味覚、体性感覚）,,000920684.pdf,6
H-7-ウ-a,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,a,貧血に伴う症候（平滑舌、舌炎など）,,000920684.pdf,6
H-7-ウ-b,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,b,出血性素因に伴う症候（歯肉出血、抜歯後出血など）,,000920684.pdf,6
H-7-ウ-c,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,c,急性白血病に伴う症候（歯肉出血など）,,000920684.pdf,6
H-7-ウ-d,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,d,後天性免疫不全症候群〈AIDS〉に伴う症候［カンジダ症、歯周疾患、毛状〈様〉白板症など］,,000920684.pdf,6
H-7-ウ-e,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,e,ウイルス感染に伴う症候（水疱など）,,000920684.pdf,6
H-7-ウ-f,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,f,結核・梅毒に伴う症候（粘膜斑、潰瘍など）,,000920684.pdf,6
H-7-ウ-g,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,g,金属アレルギーに伴う症候,,000920684.pdf,6
H-7-ウ-h,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,h,糖尿病に伴う症候（口腔乾燥、歯周疾患など）,,000920684.pdf,6
H-7-ウ-i,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,i,臓器・造血幹細胞移植に伴う症候［歯肉出血、移植片対宿主病〈GVHD〉など］,,000920684.pdf,6
H-7-ウ-j,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,j,脳血管・神経・筋疾患に伴う症候（摂食嚥下障害など）,,000920684.pdf,6
H-7-ウ-k,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,k,他臓器癌に伴う症候（遠隔転移など）,,000920684.pdf,6
H-7-ウ-l,hisshu,必修,7,主要症候,ウ,全身的疾患に関連する口腔・顎顔面領域の症候,l,認知症患者、要介護高齢者にみられる症候（カンジダ症、口腔乾燥、摂食嚥下障害など）,,000920684.pdf,6
H-7-エ-a,hisshu,必修,7,主要症候,エ,薬物に関連する口腔・顎顔面領域の症候,a,歯の変色、歯の形成不全、歯肉肥大〈歯肉増殖〉、多形{滲出性}紅斑、抗腫瘍薬による口腔粘膜炎、菌交代症に伴う症候、顎骨壊死、唾液分泌量減少・増加、感覚異常,,000920684.pdf,6
H-8-ア-a,hisshu,必修,8,診察の基本,ア,診察のあり方,a,安全と感染への配慮,,000920684.pdf,6
H-8-ア-b,hisshu,必修,8,診察の基本,ア,診察のあり方,b,心理・社会的側面（プライバシー、尊厳、インフォームド・アセント）・苦痛への配慮,,000920684.pdf,6
H-8-イ-a,hisshu,必修,8,診察の基本,イ,基本手技,a,視診、触診、打診、聴診,,000920684.pdf,6
H-8-イ-b,hisshu,必修,8,診察の基本,イ,基本手技,b,患者の体位（立位、座位、半坐位、仰臥位、側臥位）,,000920684.pdf,6
H-8-イ-c,hisshu,必修,8,診察の基本,イ,基本手技,c,術者の姿勢・位置,,000920684.pdf,6
H-8-ウ-a,hisshu,必修,8,診察の基本,ウ,医療面接,a,意義、目的（医療情報の収集・提供、患者歯科医師関係の確立、患者の指導、動機付け、治療への参加）,,000920684.pdf,7
H-8-ウ-b,hisshu,必修,8,診察の基本,ウ,医療面接,b,自己紹介、患者の確認,,000920684.pdf,7
H-8-ウ-c,hisshu,必修,8,診察の基本,ウ,医療面接,c,マナー（身だしなみ、挨拶、態度、会話のマナー、コミュニケーションの進め方、プライバシーの保護、感情面への対応）,,000920684.pdf,7
H-8-ウ-d,hisshu,必修,8,診察の基本,ウ,医療面接,d,聴取事項（主訴、現病歴、既往歴、家族歴、患者・家族の考え方・希望）,,000920684.pdf,7
H-8-ウ-e,hisshu,必修,8,診察の基本,ウ,医療面接,e,患者への説明・声かけ・例示,,000920684.pdf,7
H-8-エ-a,hisshu,必修,8,診察の基本,エ,全身の診察,a,全身の外観（体格、栄養、姿勢、歩行）,,000920684.pdf,7
H-8-エ-b,hisshu,必修,8,診察の基本,エ,全身の診察,b,意識状態、精神状態、認知機能,,000920684.pdf,7
H-8-エ-c,hisshu,必修,8,診察の基本,エ,全身の診察,c,バイタルサイン（呼吸、脈拍、血圧、体温）,,000920684.pdf,7
H-8-エ-d,hisshu,必修,8,診察の基本,エ,全身の診察,d,体格の評価（身長、体重）,,000920684.pdf,7
H-8-オ-a,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,a,顔貌、顔色、皮膚,,000920684.pdf,7
H-8-オ-b,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,b,口腔粘膜,,000920684.pdf,7
H-8-オ-c,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,c,舌,,000920684.pdf,7
H-8-オ-d,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,d,顎骨,,000920684.pdf,7
H-8-オ-e,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,e,唾液腺,,000920684.pdf,7
H-8-オ-f,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,f,顎関節,,000920684.pdf,7
H-8-オ-g,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,g,筋,,000920684.pdf,7
H-8-オ-h,hisshu,必修,8,診察の基本,オ,口腔・顎顔面の診察,h,所属リンパ節〈領域リンパ節〉,,000920684.pdf,7
H-8-カ-a,hisshu,必修,8,診察の基本,カ,歯列・咬合の診察,a,歯列弓,,000920684.pdf,7
H-8-カ-b,hisshu,必修,8,診察の基本,カ,歯列・咬合の診察,b,咬合状態,,000920684.pdf,7
H-8-カ-c,hisshu,必修,8,診察の基本,カ,歯列・咬合の診察,c,歯の萌出・数,,000920684.pdf,7
H-8-キ-a,hisshu,必修,8,診察の基本,キ,歯・歯周組織の診察,a,歯と歯冠修復物,,000920684.pdf,7
H-8-キ-b,hisshu,必修,8,診察の基本,キ,歯・歯周組織の診察,b,歯髄・根尖歯周組織,,000920684.pdf,7
H-8-キ-c,hisshu,必修,8,診察の基本,キ,歯・歯周組織の診察,c,歯周組織,,000920684.pdf,7
H-9-ア-a,hisshu,必修,9,検査・臨床判断の基本,ア,意義と目標,a,診断,,000920684.pdf,7
H-9-ア-b,hisshu,必修,9,検査・臨床判断の基本,ア,意義と目標,b,治療効果の判定、治療経過の評価,,000920684.pdf,7
H-9-ア-c,hisshu,必修,9,検査・臨床判断の基本,ア,意義と目標,c,スクリーニング、医療情報の収集,,000920684.pdf,7
H-9-イ-a,hisshu,必修,9,検査・臨床判断の基本,イ,検査の安全性,a,実施の説明（合併症・リスクを含む）,,000920684.pdf,7
H-9-イ-b,hisshu,必修,9,検査・臨床判断の基本,イ,検査の安全性,b,患者・検体の確認,,000920684.pdf,7
H-9-ウ-a,hisshu,必修,9,検査・臨床判断の基本,ウ,基準値と結果の解釈,a,基準範囲の概念,,000920684.pdf,7
H-9-ウ-b,hisshu,必修,9,検査・臨床判断の基本,ウ,基準値と結果の解釈,b,生理的変動、異常値と原因,,000920684.pdf,7
H-9-ウ-c,hisshu,必修,9,検査・臨床判断の基本,ウ,基準値と結果の解釈,c,性差、年齢差,,000920684.pdf,7
H-9-ウ-d,hisshu,必修,9,検査・臨床判断の基本,ウ,基準値と結果の解釈,d,症候、病歴（既往歴・薬物）との関連,,000920684.pdf,7
H-9-エ-a,hisshu,必修,9,検査・臨床判断の基本,エ,検体検査の種類,a,一般臨床検査,,000920684.pdf,7
H-9-エ-b,hisshu,必修,9,検査・臨床判断の基本,エ,検体検査の種類,b,血液学検査,,000920684.pdf,7
H-9-エ-c,hisshu,必修,9,検査・臨床判断の基本,エ,検体検査の種類,c,生化学検査,,000920684.pdf,7
H-9-エ-d,hisshu,必修,9,検査・臨床判断の基本,エ,検体検査の種類,d,免疫血清学検査,,000920684.pdf,7
H-9-エ-e,hisshu,必修,9,検査・臨床判断の基本,エ,検体検査の種類,e,微生物学検査,,000920684.pdf,7
H-9-オ-a,hisshu,必修,9,検査・臨床判断の基本,オ,口腔・顎顔面の検査,a,歯の検査,,000920684.pdf,8
