id,domain_code,domain_title,dai_code,dai_title,chu_code,chu_title,sho_code,sho_title,remarks,source_pdf,source_page
S8-7-イ-b,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,イ,セラミック材料の成形技術・機器,b,陶材と金属の接合,,000920686.pdf,20
S8-7-イ-c,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,イ,セラミック材料の成形技術・機器,c,加熱・加圧成形,,000920686.pdf,20
S8-7-ウ-a,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,ウ,金属材料の成形技術・機器,a,鋳造工程,※鋳造欠陥、埋没材、鋳造精度,000920686.pdf,20
S8-7-ウ-b,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,ウ,金属材料の成形技術・機器,b,金属の接合,※ろう付け、溶接、鋳接,000920686.pdf,20
S8-7-ウ-c,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,ウ,金属材料の成形技術・機器,c,金属の加工,※塑性加工、焼きなまし、熱処理,000920686.pdf,20
S8-7-エ-a,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,エ,CAD/CAM,a,切削加工,※ワックス、セラミックス、金属、レジン、コン,000920686.pdf,20
S8-7-エ-b,souron8,総論Ⅷ歯科材料と歯科医療機器,7,成形技術・機器,エ,CAD/CAM,b,積層造形（付加製造）,ポジットレジン,000920686.pdf,20
S8-8-ア,souron8,総論Ⅷ歯科材料と歯科医療機器,8,接着処理・技術,ア,接着性モノマー,,,,000920686.pdf,20
S8-8-イ-a,souron8,総論Ⅷ歯科材料と歯科医療機器,8,接着処理・技術,イ,歯質接着処理,a,エナメル質被着面処理,,000920686.pdf,20
S8-8-イ-b,souron8,総論Ⅷ歯科材料と歯科医療機器,8,接着処理・技術,イ,歯質接着処理,b,象牙質被着面処理,,000920686.pdf,20
S8-8-ウ-a,souron8,総論Ⅷ歯科材料と歯科医療機器,8,接着処理・技術,ウ,歯科材料接着処理,a,セラミックス被着面処理,,000920686.pdf,20
S8-8-ウ-b,souron8,総論Ⅷ歯科材料と歯科医療機器,8,接着処理・技術,ウ,歯科材料接着処理,b,コンポジットレジン被着面処理,,000920686.pdf,20
S8-8-ウ-c,souron8,総論Ⅷ歯科材料と歯科医療機器,8,接着処理・技術,ウ,歯科材料接着処理,c,金属被着面処理,,000920686.pdf,20
S8-9-ア-a,souron8,総論Ⅷ歯科材料と歯科医療機器,9,装着用材料,ア,合着・接着用セメント,a,レジンセメント,,000920686.pdf,20
S8-9-ア-b,souron8,総論Ⅷ歯科材料と歯科医療機器,9,装着用材料,ア,合着・接着用セメント,b,グラスアイオノマーセメント、レジン添加型グラスアイオノマーセメント,,000920686.pdf,20
S8-9-ア-c,souron8,総論Ⅷ歯科材料と歯科医療機器,9,装着用材料,ア,合着・接着用セメント,c,その他の歯科用セメント,※リン酸亜鉛セメント、ポリカルボキシレートセメント,000920686.pdf,20
S8-9-イ,souron8,総論Ⅷ歯科材料と歯科医療機器,9,装着用材料,イ,仮着用セメント,,,※酸化亜鉛ユージノールセメント、EBAセメント,000920686.pdf,20
S8-10-ア-a,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,ア,線材料,a,ステンレス鋼線,,000920686.pdf,21
S8-10-ア-b,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,ア,線材料,b,コバルトクロム合金線,,000920686.pdf,21
S8-10-ア-c,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,ア,線材料,c,チタン合金線,,000920686.pdf,21
S8-10-ア-d,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,ア,線材料,d,その他の合金線材,※ブラスワイヤー〈真鍮線〉,000920686.pdf,21
S8-10-イ,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,イ,バンド、ブラケット、チューブ,,,,000920686.pdf,21
S8-10-ウ,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,ウ,エラスティック材、コイルスプリング,,,,000920686.pdf,21
S8-10-エ,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,エ,接着用材料,,,,000920686.pdf,21
S8-10-オ,souron8,総論Ⅷ歯科材料と歯科医療機器,10,歯科矯正用材料,オ,床用レジン、熱可塑性樹脂,,,,000920686.pdf,21
S8-11-ア,souron8,総論Ⅷ歯科材料と歯科医療機器,11,口腔インプラント・口腔外科・歯周治療用材料,ア,口腔インプラント用材料,,,,000920686.pdf,21
S8-11-イ,souron8,総論Ⅷ歯科材料と歯科医療機器,11,口腔インプラント・口腔外科・歯周治療用材料,イ,骨補塡用材料,,,,000920686.pdf,21
S8-11-ウ,souron8,総論Ⅷ歯科材料と歯科医療機器,11,口腔インプラント・口腔外科・歯周治療用材料,ウ,骨接合・顎骨再建用材料,,,,000920686.pdf,21
S8-11-エ,souron8,総論Ⅷ歯科材料と歯科医療機器,11,口腔インプラント・口腔外科・歯周治療用材料,エ,細胞遮断膜,,,,000920686.pdf,21
S8-11-オ,souron8,総論Ⅷ歯科材料と歯科医療機器,11,口腔インプラント・口腔外科・歯周治療用材料,オ,エナメルマトリックスタンパク質,,,,000920686.pdf,21
K1-1-ア-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ア,口腔・顎顔面の先天異常,a,顔面裂,,000920688.pdf,2
K1-1-ア-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ア,口腔・顎顔面の先天異常,b,口唇裂・口蓋裂,※顎裂,000920688.pdf,2
K1-1-イ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,イ,遺伝性疾患（主に口腔に症状がみられる）,a,Beckwith-Wiedemann症候群,,000920688.pdf,2
K1-1-イ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,イ,遺伝性疾患（主に口腔に症状がみられる）,b,Marfan症候群,,000920688.pdf,2
K1-1-イ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,イ,遺伝性疾患（主に口腔に症状がみられる）,c,Papillon-Lefèvre症候群,,000920688.pdf,2
K1-1-イ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,イ,遺伝性疾患（主に口腔に症状がみられる）,d,骨形成不全症,,000920688.pdf,2
K1-1-イ-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,イ,遺伝性疾患（主に口腔に症状がみられる）,e,先天性外胚葉形成不全〈先天性外胚葉異形成症〉,,000920688.pdf,2
K1-1-イ-f,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,イ,遺伝性疾患（主に口腔に症状がみられる）,f,低ホスファターゼ症,,000920688.pdf,2
K1-1-ウ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ウ,遺伝性疾患（主に頭蓋・顎顔面に症状がみられる）,a,Crouzon症候群,,000920688.pdf,2
K1-1-ウ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ウ,遺伝性疾患（主に頭蓋・顎顔面に症状がみられる）,b,Treacher Collins症候群,,000920688.pdf,2
K1-1-ウ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ウ,遺伝性疾患（主に頭蓋・顎顔面に症状がみられる）,c,鎖骨頭蓋骨異形成症〈鎖骨頭蓋異骨症〉,,000920688.pdf,2
K1-1-ウ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ウ,遺伝性疾患（主に頭蓋・顎顔面に症状がみられる）,d,第一第二鰓弓症候群,,000920688.pdf,2
K1-1-ウ-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,ウ,遺伝性疾患（主に頭蓋・顎顔面に症状がみられる）,e,軟骨無形成症,,000920688.pdf,2
K1-1-エ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,エ,染色体異常,a,Down症候群,,000920688.pdf,2
K1-1-エ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,1,口腔・顎顔面の発育を障害する先天異常の病態・特徴,エ,染色体異常,b,Turner症候群,,000920688.pdf,2
K1-2-ア-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,ア,数の異常,a,過剰歯,,000920688.pdf,2
K1-2-ア-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,ア,数の異常,b,先天欠如,,000920688.pdf,2
K1-2-イ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,a,癒合歯、癒着歯、双生歯,,000920688.pdf,2
K1-2-イ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,b,中心結節、切歯結節,,000920688.pdf,2
K1-2-イ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,c,歯内歯,,000920688.pdf,2
K1-2-イ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,d,矮小歯,円錐歯,000920688.pdf,2
K1-2-イ-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,e,巨大歯,,000920688.pdf,2
K1-2-イ-f,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,f,Hutchinson歯、Fournier歯,,000920688.pdf,2
K1-2-イ-g,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,g,タウロドント,,000920688.pdf,2
K1-2-イ-h,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,h,歯根の異常,,000920688.pdf,2
K1-2-イ-i,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,イ,形態の異常,i,異所性エナメル質,エナメル滴、エナメル突起,000920688.pdf,2
K1-2-ウ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,ウ,構造の異常,a,歯のフッ素症,,000920688.pdf,2
K1-2-ウ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,ウ,構造の異常,b,エナメル質形成不全｛症｝,Turnerの歯、エナメル質減形成症,000920688.pdf,2
K1-2-ウ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,2,歯の異常,ウ,構造の異常,c,象牙質形成不全｛症｝,※象牙質異形成症,000920688.pdf,2
K1-3-ア-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ア,歯の疾患,a,異所萌出,,000920688.pdf,2
K1-3-ア-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ア,歯の疾患,b,埋伏歯,,000920688.pdf,2
K1-3-ア-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ア,歯の疾患,c,低位乳歯,,000920688.pdf,2
K1-3-ア-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ア,歯の疾患,d,早期萌出乳歯,先天歯、新生児歯,000920688.pdf,2
K1-3-ア-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ア,歯の疾患,e,萌出遅延,,000920688.pdf,2
K1-3-イ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,イ,口腔軟組織の疾患,a,萌出囊胞,,000920688.pdf,3
K1-3-イ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,イ,口腔軟組織の疾患,b,幼児の歯肉囊胞,上皮真珠、Epstein真珠,000920688.pdf,3
K1-3-イ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,イ,口腔軟組織の疾患,c,Bednarアフタ,,000920688.pdf,3
K1-3-イ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,イ,口腔軟組織の疾患,d,小帯異常,上唇小帯異常、舌小帯異常,000920688.pdf,3
K1-3-イ-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,イ,口腔軟組織の疾患,e,Riga-Fede病,,000920688.pdf,3
K1-3-ウ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ウ,ウイルス感染による疾患,a,単純疱疹,※疱疹性歯肉口内炎、口唇ヘルペス,000920688.pdf,3
K1-3-ウ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ウ,ウイルス感染による疾患,b,水痘・帯状疱疹,,000920688.pdf,3
K1-3-ウ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ウ,ウイルス感染による疾患,c,手足口病,,000920688.pdf,3
K1-3-ウ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ウ,ウイルス感染による疾患,d,ヘルパンギーナ,,000920688.pdf,3
K1-3-ウ-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,ウ,ウイルス感染による疾患,e,麻疹,Koplik斑,000920688.pdf,3
K1-3-エ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,エ,顎関節疾患,a,下顎頭欠損、関節突起発育不全,※進行性下顎頭吸収〈特発性下顎頭吸収〉,000920688.pdf,3
K1-3-エ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,エ,顎関節疾患,b,下顎頭肥大,,000920688.pdf,3
K1-3-エ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,3,口腔・顎顔面の疾患,エ,顎関節疾患,c,顎関節症,,000920688.pdf,3
K1-4-ア-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,4,小児の歯・口腔・顎の外傷,ア,歯の外傷の病態・診断・治療,a,乳歯,※後継永久歯への影響,000920688.pdf,3
K1-4-ア-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,4,小児の歯・口腔・顎の外傷,ア,歯の外傷の病態・診断・治療,b,永久歯,※幼若永久歯の処置・経過,000920688.pdf,3
K1-4-イ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,4,小児の歯・口腔・顎の外傷,イ,口腔粘膜外傷の病態・診断・治療,,,※咽頭部の刺創、異物迷入,000920688.pdf,3
K1-4-ウ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,4,小児の歯・口腔・顎の外傷,ウ,小児顎骨骨折の病態・診断・治療,,,※関節突起骨折の予後,000920688.pdf,3
K1-4-エ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,4,小児の歯・口腔・顎の外傷,エ,児童虐待による歯の外傷,,,,000920688.pdf,3
K1-4-オ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,4,小児の歯・口腔・顎の外傷,オ,歯の外傷の予防,,,※マウスガード,000920688.pdf,3
K1-5-ア,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,5,不正咬合の病因・病態,ア,正常咬合の概念と成立条件,,,,000920688.pdf,3
K1-5-イ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,5,不正咬合の病因・病態,イ,不正咬合の疫学と種類・分類,,,,000920688.pdf,3
K1-5-ウ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,5,不正咬合の病因・病態,ウ,不正咬合の原因,,,,000920688.pdf,3
K1-5-エ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,5,不正咬合の病因・病態,エ,不正咬合による障害,,,,000920688.pdf,3
K1-6-ア,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,6,不正咬合の診断,ア,診察,,,,000920688.pdf,3
K1-6-イ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,6,不正咬合の診断,イ,検査,,,,000920688.pdf,3
K1-6-ウ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,6,不正咬合の診断,ウ,診断,,,※抜歯・非抜歯の判定,000920688.pdf,3
K1-6-エ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,6,不正咬合の診断,エ,治療計画,,,,000920688.pdf,3
K1-7-ア,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,7,矯正力,ア,器械的矯正力,,,,000920688.pdf,3
K1-7-イ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,7,矯正力,イ,機能的矯正力,,,,000920688.pdf,3
K1-7-ウ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,7,矯正力,ウ,顎整形力,,,,000920688.pdf,3
K1-7-エ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,7,矯正力,エ,固定,,,※歯科矯正用アンカースクリュー,000920688.pdf,3
K1-8,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,8,生体反応,,,,,,000920688.pdf,3
K1-9-ア-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,ア,唇舌側弧線装置,a,リンガルアーチ〈舌側弧線装置〉,,000920688.pdf,4
K1-9-ア-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,ア,唇舌側弧線装置,b,トランスパラタルアーチ,,000920688.pdf,4
K1-9-ア-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,ア,唇舌側弧線装置,c,Nanceのホールディングアーチ,,000920688.pdf,4
K1-9-ア-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,ア,唇舌側弧線装置,d,タングクリブ,,000920688.pdf,4
K1-9-イ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,イ,顎外固定装置,a,ヘッドギア,,000920688.pdf,4
K1-9-イ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,イ,顎外固定装置,b,チンキャップ〈オトガイ帽装置〉,,000920688.pdf,4
K1-9-イ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,イ,顎外固定装置,c,上顎前方牽引装置,,000920688.pdf,4
K1-9-ウ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,ウ,マルチブラケット装置,,,,000920688.pdf,4
K1-9-エ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,エ,拡大装置,a,急速拡大装置,,000920688.pdf,4
K1-9-エ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,エ,拡大装置,b,クワドヘリックス装置,,000920688.pdf,4
K1-9-オ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,オ,機能的矯正装置,a,アクチバトール,,000920688.pdf,4
K1-9-オ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,オ,機能的矯正装置,b,バイオネーター,,000920688.pdf,4
K1-9-オ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,オ,機能的矯正装置,c,Fränkel装置,,000920688.pdf,4
K1-9-オ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,オ,機能的矯正装置,d,リップバンパー,,000920688.pdf,4
K1-9-カ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,カ,床矯正装置,a,咬合挙上板,,000920688.pdf,4
K1-9-カ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,カ,床矯正装置,b,咬合斜面板,,000920688.pdf,4
K1-9-キ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,キ,保定装置,a,Hawleyタイプリテーナー,,000920688.pdf,4
K1-9-キ-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,キ,保定装置,b,Beggタイプリテーナー,,000920688.pdf,4
K1-9-キ-c,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,キ,保定装置,c,トゥースポジショナー,,000920688.pdf,4
K1-9-キ-d,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,キ,保定装置,d,犬歯間保定装置,,000920688.pdf,4
K1-9-キ-e,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,9,矯正装置,キ,保定装置,e,スプリングリテーナー,,000920688.pdf,4
K1-10-ア-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,ア,不正咬合の予防,a,予防矯正、保隙（静的咬合誘導）,保隙装置,000920688.pdf,4
K1-10-ア-b,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,ア,不正咬合の予防,b,口腔習癖とその対応,※口腔筋機能療法,000920688.pdf,4
K1-10-イ-a,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,イ,乳歯列期・混合歯列期の不正咬合の治療,a,動的咬合誘導,,000920688.pdf,4
K1-10-ウ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,ウ,永久歯列期の不正咬合の治療,,,,000920688.pdf,4
K1-10-エ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,エ,先天異常を伴う不正咬合の治療,,,,000920688.pdf,4
K1-10-オ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,オ,顎変形症の治療,,,,000920688.pdf,4
K1-10-カ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,カ,保定,,,,000920688.pdf,4
K1-10-キ,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,キ,治療中の管理,,,,000920688.pdf,4
K1-10-ク,kakuron1,各論Ⅰ成長・発育に関連した疾患・病態,10,不正咬合の治療,ク,リスクと偶発症,,,,000920688.pdf,4
K2-1-ア-a,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ア,歯の硬組織疾患の病因と病態,a,齲蝕の病因,※脱灰、再石灰化,000920688.pdf,5
K2-1-ア-b,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ア,歯の硬組織疾患の病因と病態,b,齲蝕のリスクファクター,,000920688.pdf,5
K2-1-ア-c,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ア,歯の硬組織疾患の病因と病態,c,tooth wear〈歯の損耗〉,咬耗症、摩耗症、酸蝕症、アブフラクション、くさび状欠損,000920688.pdf,5
K2-1-ア-d,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ア,歯の硬組織疾患の病因と病態,d,象牙質知覚過敏症,,000920688.pdf,5
K2-1-ア-e,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ア,歯の硬組織疾患の病因と病態,e,歯の変色・着色,,000920688.pdf,5
K2-1-ア-f,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ア,歯の硬組織疾患の病因と病態,f,歯の亀裂・破折,,000920688.pdf,5
K2-1-イ-a,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,イ,歯の硬組織疾患の予防・管理,a,齲蝕の予防・管理,※予防効果の評価、予防塡塞,000920688.pdf,5
K2-1-イ-b,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,イ,歯の硬組織疾患の予防・管理,b,初期齲蝕の診断,,000920688.pdf,5
K2-1-イ-c,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,イ,歯の硬組織疾患の予防・管理,c,フッ化物応用,,000920688.pdf,5
K2-1-イ-d,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,イ,歯の硬組織疾患の予防・管理,d,食生活指導,,000920688.pdf,5
K2-1-イ-e,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,イ,歯の硬組織疾患の予防・管理,e,口腔清掃指導,,000920688.pdf,5
K2-1-ウ-a,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ウ,歯の硬組織疾患の治療,a,直接修復法,,000920688.pdf,5
K2-1-ウ-b,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ウ,歯の硬組織疾患の治療,b,間接修復法,,000920688.pdf,5
K2-1-ウ-c,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ウ,歯の硬組織疾患の治療,c,窩洞形成法,,000920688.pdf,5
K2-1-ウ-d,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ウ,歯の硬組織疾患の治療,d,象牙質・歯髄保護法,裏層、レジンコーティング,000920688.pdf,5
K2-1-ウ-e,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ウ,歯の硬組織疾患の治療,e,補修修復,,000920688.pdf,5
K2-1-ウ-f,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,ウ,歯の硬組織疾患の治療,f,歯の漂白,,000920688.pdf,5
K2-1-エ-a,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,エ,小児の歯の硬組織疾患,a,齲蝕,乳歯、幼若永久歯、永久歯,000920688.pdf,5
K2-1-エ-b,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,エ,小児の歯の硬組織疾患,b,齲蝕への対応,,000920688.pdf,5
K2-1-エ-c,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,エ,小児の歯の硬組織疾患,c,非齲蝕性硬組織疾患,乳歯、幼若永久歯、永久歯,000920688.pdf,5
K2-1-エ-d,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,エ,小児の歯の硬組織疾患,d,非齲蝕性硬組織疾患への対応,,000920688.pdf,5
K2-1-オ-a,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,オ,高齢者の歯の硬組織疾患,a,根面齲蝕,,000920688.pdf,5
K2-1-オ-b,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,1,歯の硬組織疾患,オ,高齢者の歯の硬組織疾患,b,根面齲蝕への対応,予防管理,000920688.pdf,5
K2-2-ア-a,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,2,歯髄疾患・根尖性歯周疾患,ア,歯髄疾患・根尖性歯周疾患の病因と病態,a,歯髄疾患,,000920688.pdf,5
K2-2-ア-b,kakuron2,各論Ⅱ歯・歯髄・歯周組織の疾患,2,歯髄疾患・根尖性歯周疾患,ア,歯髄疾患・根尖性歯周疾患の病因と病態,b,根尖性歯周疾患,,000920688.pdf,5
